year,month,file_date,case_number,case_title,file_contains,case_info_url,pdf_url,pdf_filename,download_status,scraped_at
2021,November,"Nov. 10, 2021",98835-8,Washington State Legislature v. Inslee,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=988358MAJ,https://www.courts.wa.gov/opinions/pdf/988358.pdf,98835-8_Washington State Legislature v. Inslee.pdf,Success,2025-12-05T11:42:55.486392
2021,November,"Nov. 18, 2021",99373-4,Dep't of Ecology v. Acquavella,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=993734MAJ,https://www.courts.wa.gov/opinions/pdf/993734.pdf,99373-4_Dep't of Ecology v. Acquavella.pdf,Success,2025-12-05T11:43:06.497530
2021,November,"Nov. 18, 2021",98973-7,State v. Anderson,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=989737MAJ,https://www.courts.wa.gov/opinions/pdf/989737.pdf,98973-7_State v. Anderson.pdf,Success,2025-12-05T11:43:16.895897
2021,November,"Nov. 18, 2021",98201-5,State v. Peterson,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=982015MAJ,https://www.courts.wa.gov/opinions/pdf/982015.pdf,98201-5_State v. Peterson.pdf,Success,2025-12-05T11:43:27.230044
2021,November,"Nov. 24, 2021",99147-2,State v. Moreno,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=991472MAJ,https://www.courts.wa.gov/opinions/pdf/991472.pdf,99147-2_State v. Moreno.pdf,Success,2025-12-05T11:43:40.684300
2021,December,"Dec. 16, 2021",99319-0,"Glacier Nw., Inc. v. Int'l Bhd. of Teamsters Local Union No. 174",Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=993190MAJ,https://www.courts.wa.gov/opinions/pdf/993190.pdf,"99319-0_Glacier Nw., Inc. v. Int'l Bhd. of Teamsters Local.pdf",Success,2025-12-05T11:43:48.171820
2021,December,"Dec. 23, 2021","201,993-5",In re Cross,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=2019935MAJ,https://www.courts.wa.gov/opinions/pdf/2019935.pdf,"201,993-5_In re Cross.pdf",Success,2025-12-05T11:43:55.707793
2020,January,"Jan. 16, 2020",95885-8,Ass'n of Wash. Bus. v. Dep't of Ecology,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=958858MAJ,https://www.courts.wa.gov/opinions/pdf/958858.pdf,95885-8_Ass'n of Wash. Bus. v. Dep't of Ecology.pdf,Success,2025-12-05T11:44:09.705206
2020,January,"Jan. 16, 2020",96383-5,"Lowe's Home Ctrs., LLC v. Dep't of Revenue","Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=963835MAJ,https://www.courts.wa.gov/opinions/pdf/963835.pdf,"96383-5_Lowe's Home Ctrs., LLC v. Dep't of Revenue.pdf",Success,2025-12-05T11:44:23.287042
2020,January,"Jan. 23, 2020",97150-1,State v. Brooks,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=971501MAJ,https://www.courts.wa.gov/opinions/pdf/971501.pdf,97150-1_State v. Brooks.pdf,Success,2025-12-05T11:44:31.420144
2020,January,"Jan. 23, 2020",96830-6,Wrigley v. State,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=968306MAJ,https://www.courts.wa.gov/opinions/pdf/968306.pdf,96830-6_Wrigley v. State.pdf,Success,2025-12-05T11:44:46.892875
2020,January,"Jan. 30, 2020",96709-1,State v. Delbosque,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=967091MAJ,https://www.courts.wa.gov/opinions/pdf/967091.pdf,96709-1_State v. Delbosque.pdf,Success,2025-12-05T11:44:59.446222
2020,January,"Jan. 30, 2020",96943-4,State v. Nickels,"Maj., Con., and Con/Dis Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=969434MAJ,https://www.courts.wa.gov/opinions/pdf/969434.pdf,96943-4_State v. Nickels.pdf,Success,2025-12-05T11:45:12.124542
2020,February,"Feb. 06, 2020",96775-0,State v. Yishmael,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=967750MAJ,https://www.courts.wa.gov/opinions/pdf/967750.pdf,96775-0_State v. Yishmael.pdf,Success,2025-12-05T11:45:35.593519
2020,February,"Feb. 13, 2020",97195-1,Black v. Cent. Puget Sound Reg'l Transit Auth.,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=971951MAJ,https://www.courts.wa.gov/opinions/pdf/971951.pdf,97195-1_Black v. Cent. Puget Sound Reg'l Transit Auth..pdf,Success,2025-12-05T11:45:51.761292
2020,February,"Feb. 20, 2020","201,872-6",In re Muenster,Majority Opinion and an Order,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=2018726MAJ,https://www.courts.wa.gov/opinions/pdf/2018726.pdf,"201,872-6_In re Muenster.pdf",Success,2025-12-05T11:45:58.399896
2020,February,"Feb. 20, 2020",97183-8,State v. Grott,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=971838MAJ,https://www.courts.wa.gov/opinions/pdf/971838.pdf,97183-8_State v. Grott.pdf,Success,2025-12-05T11:46:04.562921
2020,February,"Feb. 27, 2020",96980-9,Phongmanivan v. Haynes,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=969809MAJ,https://www.courts.wa.gov/opinions/pdf/969809.pdf,96980-9_Phongmanivan v. Haynes.pdf,Success,2025-12-05T11:46:15.770372
2020,February,"Feb. 27, 2020",97148-0,State v. Hugdahl,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=971480MAJ,https://www.courts.wa.gov/opinions/pdf/971480.pdf,97148-0_State v. Hugdahl.pdf,Success,2025-12-05T11:46:21.754124
2020,February,"Feb. 27, 2020",95080-6,State v. Karpov,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=950806MAJ,https://www.courts.wa.gov/opinions/pdf/950806.pdf,95080-6_State v. Karpov.pdf,Success,2025-12-05T11:46:29.390549
2020,March,"Mar. 19, 2020",96821-7,Judges of Benton and Franklin Counties v. Killian,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=968217MAJ,https://www.courts.wa.gov/opinions/pdf/968217.pdf,96821-7_Judges of Benton and Franklin Counties v. Killian.pdf,Success,2025-12-05T11:46:42.508508
2020,March,"Mar. 19, 2020",96777-6,State v. Whitaker,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=967776MAJ,https://www.courts.wa.gov/opinions/pdf/967776.pdf,96777-6_State v. Whitaker.pdf,Success,2025-12-05T11:46:49.797984
2020,March,"Mar. 26, 2020",96853-5,Fireside Bank v. Askins,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=968535MAJ,https://www.courts.wa.gov/opinions/pdf/968535.pdf,96853-5_Fireside Bank v. Askins.pdf,Success,2025-12-05T11:46:56.261841
2020,April,"Apr. 02, 2020",96464-5,Ehrhart v. King County,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=964645MAJ,https://www.courts.wa.gov/opinions/pdf/964645.pdf,96464-5_Ehrhart v. King County.pdf,Success,2025-12-05T11:47:02.113411
2020,April,"Apr. 09, 2020",96990-6,Rocha v. King County,"Maj., Dis., and Con/Dis Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=969906MAJ,https://www.courts.wa.gov/opinions/pdf/969906.pdf,96990-6_Rocha v. King County.pdf,Success,2025-12-05T11:47:06.654998
2020,April,"Apr. 16, 2020",97410-1,Peterson v. Dep't of Revenue,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=974101MAJ,https://www.courts.wa.gov/opinions/pdf/974101.pdf,97410-1_Peterson v. Dep't of Revenue.pdf,Success,2025-12-05T11:47:14.793924
2020,April,"Apr. 16, 2020",97323-7,State v. Cyr,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=973237MAJ,https://www.courts.wa.gov/opinions/pdf/973237.pdf,97323-7_State v. Cyr.pdf,Success,2025-12-05T11:47:20.667506
2020,April,"Apr. 16, 2020",96604-4,State v. Grocery Mfrs. Ass'n,"Maj., and Con/Dis Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=966044MAJ,https://www.courts.wa.gov/opinions/pdf/966044.pdf,96604-4_State v. Grocery Mfrs. Ass'n.pdf,Success,2025-12-05T11:47:25.970714
2020,April,"Apr. 23, 2020",97268-1,State v. Escalante,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=972681MAJ,https://www.courts.wa.gov/opinions/pdf/972681.pdf,97268-1_State v. Escalante.pdf,Success,2025-12-05T11:47:31.882468
2020,April,"Apr. 23, 2020",97375-0,State v. Haggard,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=973750MAJ,https://www.courts.wa.gov/opinions/pdf/973750.pdf,97375-0_State v. Haggard.pdf,Success,2025-12-05T11:47:38.242748
2020,April,"Apr. 30, 2020",96663-0,State v. Davis,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=966630MAJ,https://www.courts.wa.gov/opinions/pdf/966630.pdf,96663-0_State v. Davis.pdf,Success,2025-12-05T11:47:45.385763
2020,April,"Apr. 30, 2020",97283-4,State v. Van Wolvelaere,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=972834MAJ,https://www.courts.wa.gov/opinions/pdf/972834.pdf,97283-4_State v. Van Wolvelaere.pdf,Success,2025-12-05T11:47:51.043165
2020,May,"May. 07, 2020",97494-2,Denney v. City of Richland,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=974942MAJ,https://www.courts.wa.gov/opinions/pdf/974942.pdf,97494-2_Denney v. City of Richland.pdf,Success,2025-12-05T11:47:56.545992
2020,May,"May. 07, 2020",96726-1,Robbins v. Mason County Title Ins. Co.,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=967261MAJ,https://www.courts.wa.gov/opinions/pdf/967261.pdf,96726-1_Robbins v. Mason County Title Ins. Co..pdf,Success,2025-12-05T11:48:04.368297
2020,May,"May. 14, 2020",97463-2,In re Estate of Petelle,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=974632MAJ,https://www.courts.wa.gov/opinions/pdf/974632.pdf,97463-2_In re Estate of Petelle.pdf,Success,2025-12-05T11:48:13.589391
2020,May,"May. 21, 2020",97563-9,Plein v. USAA Cas. Ins. Co.,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=975639MAJ,https://www.courts.wa.gov/opinions/pdf/975639.pdf,97563-9_Plein v. USAA Cas. Ins. Co..pdf,Success,2025-12-05T11:48:20.814631
2020,June,"Jun. 04, 2020",97311-3,In re Parental Rights to D.H.,"Maj., and Dis. Opinions and an Order",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=973113MAJ,https://www.courts.wa.gov/opinions/pdf/973113.pdf,97311-3_In re Parental Rights to D.H..pdf,Success,2025-12-05T11:48:31.690153
2020,June,"Jun. 04, 2020",97201-0,Jeoung Lee v. Evergreen Hosp. Med. Ctr.,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=972010MAJ,https://www.courts.wa.gov/opinions/pdf/972010.pdf,97201-0_Jeoung Lee v. Evergreen Hosp. Med. Ctr..pdf,Success,2025-12-05T11:48:37.168577
2020,June,"Jun. 18, 2020",96585-4,Lakehaven Water & Sewer Dist. v. City of Federal Way,"Maj., Dis., and Con/Dis Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=965854MAJ,https://www.courts.wa.gov/opinions/pdf/965854.pdf,96585-4_Lakehaven Water & Sewer Dist. v. City of Federal W.pdf,Success,2025-12-05T11:48:44.592035
2020,June,"Jun. 18, 2020",97630-9,W.H. v. Olympia School Dist.,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=976309MAJ,https://www.courts.wa.gov/opinions/pdf/976309.pdf,97630-9_W.H. v. Olympia School Dist..pdf,Success,2025-12-05T11:48:50.188346
2020,June,"Jun. 25, 2020",96766-1,Davison v. State,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=967661MAJ,https://www.courts.wa.gov/opinions/pdf/967661.pdf,96766-1_Davison v. State.pdf,Success,2025-12-05T11:48:56.447003
2020,July,"Jul. 02, 2020",97910-3,Confederated Tribes & Bands of the Yakama Nation v. Yakima County,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=979103MAJ,https://www.courts.wa.gov/opinions/pdf/979103.pdf,97910-3_Confederated Tribes & Bands of the Yakama Nation v.pdf,Success,2025-12-05T11:49:02.234143
2020,July,"Jul. 02, 2020",96669-9,Magney v. Pham,"Maj., and Con/Dis Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=966699MAJ,https://www.courts.wa.gov/opinions/pdf/966699.pdf,96669-9_Magney v. Pham.pdf,Success,2025-12-05T11:49:15.195471
2020,July,"Jul. 16, 2020",97681-3,State v. Jackson,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=976813MAJ,https://www.courts.wa.gov/opinions/pdf/976813.pdf,97681-3_State v. Jackson.pdf,Success,2025-12-05T11:49:21.964547
2020,July,"Jul. 23, 2020",98317-8,Colvin v. Inslee,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=983178MAJ,https://www.courts.wa.gov/opinions/pdf/983178.pdf,98317-8_Colvin v. Inslee.pdf,Success,2025-12-05T11:49:28.216063
2020,July,"Jul. 23, 2020",97731-3,In re Welfare of M.B.,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=977313MAJ,https://www.courts.wa.gov/opinions/pdf/977313.pdf,97731-3_In re Welfare of M.B..pdf,Success,2025-12-05T11:49:33.896487
2020,August,"Aug. 06, 2020",97684-8,Ctr. for Envtl. Law & Policy v. Dep't of Ecology,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=976848MAJ,https://www.courts.wa.gov/opinions/pdf/976848.pdf,97684-8_Ctr. for Envtl. Law & Policy v. Dep't of Ecology.pdf,Success,2025-12-05T11:49:39.942867
2020,August,"Aug. 06, 2020",97557-4,PeaceHealth St. Joseph Med. Ctr. v. Dep't of Revenue,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=975574MAJ,https://www.courts.wa.gov/opinions/pdf/975574.pdf,97557-4_PeaceHealth St. Joseph Med. Ctr. v. Dep't of Reven.pdf,Success,2025-12-05T11:49:46.612713
2020,August,"Aug. 13, 2020",97532-9,"Wash. State Nurses Ass'n v. Yakima HMA, LLC","Maj., and Dis. Opinions and an Order",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=975329MAJ,https://www.courts.wa.gov/opinions/pdf/975329.pdf,"97532-9_Wash. State Nurses Ass'n v. Yakima HMA, LLC.pdf",Success,2025-12-05T11:49:53.128095
2020,August,"Aug. 20, 2020",97429-2,"Burnett v. Pagliacci Pizza, Inc.",Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=974292MAJ,https://www.courts.wa.gov/opinions/pdf/974292.pdf,"97429-2_Burnett v. Pagliacci Pizza, Inc..pdf",Success,2025-12-05T11:49:59.289912
2020,August,"Aug. 20, 2020",98043-8,In re Welfare of D.E.,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=980438MAJ,https://www.courts.wa.gov/opinions/pdf/980438.pdf,98043-8_In re Welfare of D.E..pdf,Success,2025-12-05T11:50:05.283842
2020,August,"Aug. 20, 2020",97739-9,Spokane County v. State,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=977399MAJ,https://www.courts.wa.gov/opinions/pdf/977399.pdf,97739-9_Spokane County v. State.pdf,Success,2025-12-05T11:50:12.205060
2020,August,"Aug. 20, 2020",97443-8,State v. Loughbom,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=974438MAJ,https://www.courts.wa.gov/opinions/pdf/974438.pdf,97443-8_State v. Loughbom.pdf,Success,2025-12-05T11:50:18.465762
2020,August,"Aug. 27, 2020",97325-3,"Gerlach v. The Cove Apartments, LLC","Maj., and Con/Dis Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=973253MAJ,https://www.courts.wa.gov/opinions/pdf/973253.pdf,"97325-3_Gerlach v. The Cove Apartments, LLC.pdf",Success,2025-12-05T11:50:24.779596
2020,September,"Sep. 03, 2020",98083-7,"Burgess v. Lithia Motors, Inc.",Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=980837MAJ,https://www.courts.wa.gov/opinions/pdf/980837.pdf,"98083-7_Burgess v. Lithia Motors, Inc..pdf",Success,2025-12-05T11:50:30.535829
2020,September,"Sep. 03, 2020",98003-9,In re Dependency of Z.J.G.,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=980039MAJ,https://www.courts.wa.gov/opinions/pdf/980039 rev.pdf,98003-9_In re Dependency of Z.J.G..pdf,Success,2025-12-05T11:50:36.697334
2020,September,"Sep. 10, 2020",97690-2,"Borton & Sons, Inc. v. Burbank Properties, LLC","Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=976902MAJ,https://www.courts.wa.gov/opinions/pdf/976902.pdf,"97690-2_Borton & Sons, Inc. v. Burbank Properties, LLC.pdf",Success,2025-12-05T11:50:42.687379
2020,September,"Sep. 17, 2020",95578-6,In re Pers. Restraint of Ali,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=955786MAJ,https://www.courts.wa.gov/opinions/pdf/955786.pdf,95578-6_In re Pers. Restraint of Ali.pdf,Success,2025-12-05T11:50:51.095474
2020,September,"Sep. 17, 2020",97205-2,In re Pers. Restraint of Domingo-Cornelio,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=972052MAJ,https://www.courts.wa.gov/opinions/pdf/972052.pdf,97205-2_In re Pers. Restraint of Domingo-Cornelio.pdf,Success,2025-12-05T11:50:56.974810
2020,September,"Sep. 17, 2020",97452-7,In re Pers. Restraint of Winton,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=974527MAJ,https://www.courts.wa.gov/opinions/pdf/974527.pdf,97452-7_In re Pers. Restraint of Winton.pdf,Success,2025-12-05T11:51:02.019212
2020,September,"Sep. 17, 2020",97517-5,State v. Gregg,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=975175MAJ,https://www.courts.wa.gov/opinions/pdf/975175.pdf,97517-5_State v. Gregg.pdf,Success,2025-12-05T11:51:10.085112
2020,September,"Sep. 24, 2020",97778-0,In re Pers. Restraint of Cranshaw,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=977780MAJ,https://www.courts.wa.gov/opinions/pdf/977780.pdf,97778-0_In re Pers. Restraint of Cranshaw.pdf,Success,2025-12-05T11:51:16.767703
2020,September,"Sep. 24, 2020",97576-1,"Young v. Toyota Motor Sales, U.S.A.","Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=975761MAJ,https://www.courts.wa.gov/opinions/pdf/975761.pdf,"97576-1_Young v. Toyota Motor Sales, U.S.A..pdf",Success,2025-12-05T11:51:22.683099
2020,October,"Oct. 08, 2020",97066-1,In re Pers. Restraint of Knight,"Maj., and Dis. Opinions and an Order",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=970661MAJ,https://www.courts.wa.gov/opinions/pdf/970661.pdf,97066-1_In re Pers. Restraint of Knight.pdf,Success,2025-12-05T11:51:36.287158
2020,October,"Oct. 15, 2020",98320-8,Garfield Cty. Transp. Auth. v. State,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=983208MAJ,https://www.courts.wa.gov/opinions/pdf/983208.pdf,98320-8_Garfield Cty. Transp. Auth. v. State.pdf,Success,2025-12-05T11:51:44.085713
2020,October,"Oct. 15, 2020",97599-0,Ronald Wastewater Dist. v. Olympic View Water& Sewer Dist.,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=975990MAJ,https://www.courts.wa.gov/opinions/pdf/975990.pdf,97599-0_Ronald Wastewater Dist. v. Olympic View Water& Sew.pdf,Success,2025-12-05T11:51:50.278414
2020,October,"Oct. 22, 2020",98094-2,In re Dependency of A.M.-S.,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=980942MAJ,https://www.courts.wa.gov/opinions/pdf/980942.pdf,98094-2_In re Dependency of A.M.-S..pdf,Success,2025-12-05T11:51:56.305158
2020,October,"Oct. 22, 2020",98731-9,Reykdal v. Espinoza,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=987319MAJ,https://www.courts.wa.gov/opinions/pdf/987319.pdf,98731-9_Reykdal v. Espinoza.pdf,Success,2025-12-05T11:52:03.216194
2020,October,"Oct. 29, 2020",98663-1,In re Recall of White,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=986631MAJ,https://www.courts.wa.gov/opinions/pdf/986631.pdf,98663-1_In re Recall of White.pdf,Success,2025-12-05T11:52:09.148179
2020,November,"Nov. 05, 2020",96267-7,"Martinez-Cuevas v. DeRuyter Bros. Dairy, Inc.","Maj., Con., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=962677MAJ,https://www.courts.wa.gov/opinions/pdf/962677.pdf,"96267-7_Martinez-Cuevas v. DeRuyter Bros. Dairy, Inc..pdf",Success,2025-12-05T11:52:17.133768
2020,November,"Nov. 12, 2020",97277-0,Gronquist v. Dep't of Corrections,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=972770MAJ,https://www.courts.wa.gov/opinions/pdf/972770.pdf,97277-0_Gronquist v. Dep't of Corrections.pdf,Success,2025-12-05T11:52:24.849470
2020,November,"Nov. 12, 2020",97783-6,"Hermanson v. Multicare Health Sys., Inc.","Maj., and Con/Dis Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=977836MAJ,https://www.courts.wa.gov/opinions/pdf/977836.pdf,"97783-6_Hermanson v. Multicare Health Sys., Inc..pdf",Success,2025-12-05T11:52:32.672539
2020,November,"Nov. 19, 2020",97496-9,State v. Martinez,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=974969MAJ,https://www.courts.wa.gov/opinions/pdf/974969.pdf,97496-9_State v. Martinez.pdf,Success,2025-12-05T11:52:40.852876
2020,December,"Dec. 10, 2020",98897-8,In re Recall of Durkan,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=988978MAJ,https://www.courts.wa.gov/opinions/pdf/98897-8 Opinion.pdf,98897-8_In re Recall of Durkan.pdf,Success,2025-12-05T11:52:46.567339
2020,December,"Dec. 10, 2020",97652-0,McLaughlin v. Travelers Commercial Ins. Co.,"Maj., Con., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=976520MAJ,https://www.courts.wa.gov/opinions/pdf/97652-0 Opinion.pdf,97652-0_McLaughlin v. Travelers Commercial Ins. Co..pdf,Success,2025-12-05T11:52:51.495498
2020,December,"Dec. 24, 2020",98487-5,"In re Dependency of A.L.K., L.R.C.K.-S., D.B.C.K.-S.","Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=984875MAJ,https://www.courts.wa.gov/opinions/pdf/984875.pdf,"98487-5_In re Dependency of A.L.K., L.R.C.K.-S., D.B.C.K.-.pdf",Success,2025-12-05T11:52:56.609263
2020,December,"Dec. 24, 2020",97617-1,State v. Batson,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=976171MAJ,https://www.courts.wa.gov/opinions/pdf/976171.pdf,97617-1_State v. Batson.pdf,Success,2025-12-05T11:53:03.412903
2019,January,"Jan. 10, 2019",95551-4,State v. Dreewes,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=955514MAJ,https://www.courts.wa.gov/opinions/pdf/955514.pdf,95551-4_State v. Dreewes.pdf,Success,2025-12-05T11:53:13.419340
2019,January,"Jan. 10, 2019",95281-7,State v. Evergreen Freedom Found.,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=952817MAJ,https://www.courts.wa.gov/opinions/pdf/952817.pdf,95281-7_State v. Evergreen Freedom Found..pdf,Success,2025-12-05T11:53:23.118210
2019,January,"Jan. 31, 2019",95015-6,BNSF Ry. Co. v. Clark,Majority Opinion,https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=950156MAJ,https://www.courts.wa.gov/opinions/pdf/950156.pdf,95015-6_BNSF Ry. Co. v. Clark.pdf,Success,2025-12-05T11:53:30.390783
2019,January,"Jan. 31, 2019",95205-1,Floeting v. Grp. Health Coop.,"Maj., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=952051MAJ,https://www.courts.wa.gov/opinions/pdf/952051.pdf,95205-1_Floeting v. Grp. Health Coop..pdf,Success,2025-12-05T11:53:40.647818
2019,February,"Feb. 07, 2019",95632-4,State v. Mayfield,"Maj., and Con. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=956324MAJ,https://www.courts.wa.gov/opinions/pdf/956324.pdf,95632-4_State v. Mayfield.pdf,Success,2025-12-05T11:53:50.376086
2019,February,"Feb. 14, 2019",95635-9,State v. Gehrke,"Maj., Con., and Dis. Opinions",https://www.courts.wa.gov/opinions/index.cfm?fa=opinions.showOpinion&filename=956359MAJ,https://www.courts.wa.gov/opinions/pdf/956359.pdf,95635-9_State v. Gehrke.pdf,Success,2025-12-05T11:53:57.636119
